series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
BAKE506URN,BAKE506URN,2024-12-11,2024-12-11,"Unemployment Rate in Bakersfield, CA (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:09:03-06:00,9,
LMUNRLTTTRM647S,LMUNRLTTTRM647S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2023-03-01,Monthly,M,Persons,Persons,Seasonally Adjusted,SA,2024-04-10 11:07:33-05:00,4,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: Y SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNU07500000,LNU07500000,2024-12-11,2024-12-11,Labor Force Flows Unemployed to Unemployed,1990-02-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-12-06 07:48:53-06:00,1,"This series is from the Current Population Survey (Household Survey) conducted by the Bureau of Labor Statistics. Labor force flows show the movements that underlie the net over-the-month changes in employment, unemployment, or not in the labor force."
LRUNTTTTCLM156S,LRUNTTTTCLM156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Chile,1986-01-01,2024-08-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-15 13:51:04-06:00,8,"OECD Data Filters:  REF_AREA: CHL MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
MADI555UR,MADI555UR,2024-12-11,2024-12-11,"Unemployment Rate in Madison, WI (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:31:02-06:00,8,
LMUNRLTTTRQ647S,LMUNRLTTTRQ647S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2023-01-01,Quarterly,Q,Persons,Persons,Seasonally Adjusted,SA,2024-04-10 11:09:49-05:00,3,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: Y SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRLTTTRM647N,LMUNRLTTTRM647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2023-03-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:07:56-05:00,2,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN74TTESQ156S,LRUN74TTESQ156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 74 Years for Spain,1999-01-01,2024-04-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2024-10-15 13:55:03-05:00,6,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T74 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN74TTESA156N,LRUN74TTESA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 74 Years for Spain,1999-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-07-15 13:54:04-05:00,6,"OECD Data Filters:  REF_AREA: ESP MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T74 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRLTTTRQ647N,LMUNRLTTTRQ647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2023-01-01,Quarterly,Q,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:12:34-05:00,1,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRLTTTRA647S,LMUNRLTTTRA647S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2022-01-01,Annual,A,Persons,Persons,Seasonally Adjusted,SA,2024-04-10 11:12:34-05:00,1,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: Y SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRLTTTRA647N,LMUNRLTTTRA647N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Turkiye,1962-01-01,2022-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2024-04-10 11:12:34-05:00,1,"OECD Data Filters:  REF_AREA: TUR MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: _Z ADJUSTMENT: N SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTPLQ156S,LMUNRRTTPLQ156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Poland,1990-01-01,2023-07-01,Quarterly,Q,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:12:27-05:00,1,"OECD Data Filters:  REF_AREA: POL MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTPLM156N,LMUNRRTTPLM156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Poland,1990-01-01,2023-12-01,Monthly,M,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:10:23-05:00,1,"OECD Data Filters:  REF_AREA: POL MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTPLQ156N,LMUNRRTTPLQ156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Poland,1990-01-01,2023-10-01,Quarterly,Q,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:12:27-05:00,1,"OECD Data Filters:  REF_AREA: POL MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTPLA156S,LMUNRRTTPLA156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Poland,1990-01-01,2023-01-01,Annual,A,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:12:27-05:00,1,"OECD Data Filters:  REF_AREA: POL MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTPLA156N,LMUNRRTTPLA156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Poland,1990-01-01,2023-01-01,Annual,A,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:12:28-05:00,1,"OECD Data Filters:  REF_AREA: POL MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
MADI555URN,MADI555URN,2024-12-11,2024-12-11,"Unemployment Rate in Madison, WI (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:27:10-06:00,4,
PUACCCA,PUACCCA,2024-12-11,2024-12-11,Pandemic Unemployment Assistance Continued Claims in California,2020-03-28,2022-10-22,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2022-11-14 07:33:04-06:00,10,"Continued claims, also referred to as insured unemployment, is the number of people who have already filed an initial claim and who have experienced a week of unemployment and then filed a continued claim to claim benefits for that week of unemployment. Continued claims data are based on the week of unemployment, not the week when the initial claim was filed.  The Pandemic Unemployment Assistance (PUA) is a program that temporarily expanded unemployment insurance eligibility to self-employed workers, freelancers, independent contractors and part-time workers impacted by the coronavirus pandemic in 2020. This program was established by the Coronavirus Aid, Relief, and Economic Security (CARES) Act, which expanded states' ability to provide unemployment insurance to many workers affected by COVID-19, including people who aren't ordinarily eligible for unemployment benefits."
LRUNTTTTCLA156S,LRUNTTTTCLA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Chile,1986-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-04-10 11:22:06-05:00,3,"OECD Data Filters:  REF_AREA: CHL MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
